Id	Type	BuyPrice	SellPrice
4822	5	713	131
4823	5	539	384
4824	1	946	1021
4825	4	943	
4826	4	773	277
4827	2	610	
4828	5	730	479
4829	3	-982	384
4830	3	724	
4831	5	781	368
4832	2	633	-258
4833	5	988	460
4834	2	688	321
4835	5		412
4836	3	790	888
4837	5	617	344
4838	4	738	
4839	3	897	317
4840	2	925	403
4841	1		324
4842	4	708	
4843	4	616	193
4844	4		
4845	1	861	370
4846	2	693	336
4847	4	637	727
4848	4	868	
4849	4	860	171
4850	1	867	260
4851	1		220
4852	4	803	382
4853	2	-685	259
4854	2	611	229
4855	3	729	212
4856	3	819	402
4857	3	580	498
4858	2	-761	297
4859	3		143
4860	4	822	888
4861	4	993	419
4862	5	958	305
4863	5	809	411
4864	2	774	411
4865	5	608	102
4866	5	506	113
4867	2	-500	167
4868	1	727	
4869	5	699	211
4870	5	782	239
4871	3	547	465
4872	3	599	
4873	1	940	291
4874	2	963	
4875	3	861	400
4876	3	632	449
4877	1	-543	262
4878	2	-908	
4879	2	966	399
4880	3	995	348
4881	2	682	245
4882	3	787	383
4883	1		468
4884	1	932	244
4885	2	968	430
4886	5	763	
4887	4	508	488
4888	4	990	
4889	1	-997	
4890	5	735	752
4891	2	-926	135
4892	3	-514	-274
4893	5		492
4894	2	990	1073
4895	5	673	377
4896	4	562	495
4897	4		
4898	5	661	462
4899	3	505	-464
4900	1	606	651
4901	2	-978	203
4902	5	690	-257
4903	3	617	-170
4904	4	664	421
4905	2	598	188
4906	3	664	172
4907	5	-792	270
4908	1	824	275
4909	3		344
4910	1	799	101
4911	2	721	265
4912	5	-955	492
4913	1	857	460
4914	2	-597	124
4915	5	861	-417
4916	4	553	353
4917	5	912	484
4918	1	621	419
4919	4		197
4920	1	725	403
4921	1	716	185
4922	4	787	241
4923	5	901	
4924	5	636	671
4925	3	693	365
4926	5	664	417
4927	5	716	
4928	3	560	483
4929	2	-542	375
4930	1		365
4931	2	846	321
4932	2	879	
4933	4	515	238
4934	4	749	457
4935	3	820	105
4936	4	893	971
4937	3	573	101
4938	4	874	401
4939	4	964	398
4940	4	750	421
4941	2	906	184
4942	1	592	375
4943	3	-788	164
4944	1		103
4945	3	551	342
4946	3	932	175
4947	3	880	157
4948	3	888	107
4949	3		103
4950	1	946	308
4951	4		351
4952	1	993	182
4953	3		-142
4954	2	583	228
4955	5	582	261
4956	4		
4957	1	958	337
4958	5		207
4959	3	659	-124
4960	1	813	833
4961	4	521	
4962	1	780	158
4963	4	595	179
4964	1	666	
4965	5	608	261
4966	2	894	
4967	3	974	455
4968	3	-859	411
4969	1	727	251
4970	1	556	229
4971	5	940	421
4972	3	-654	102
4973	5	825	108
4974	5	664	296
4975	4	908	323
4976	1	693	135
4977	5	855	219
4978	5	505	366
4979	2	827	348
4980	3	887	450
4981	2	-970	
4982	4	530	101
4983	3	895	981
4984	5	-516	-459
4985	3		382
4986	2	815	491
4987	1		273
4988	1	-670	463
4989	4		151
4990	2		135
4991	3	825	364
4992	2	521	339
4993	4	927	374
4994	2	592	643
4995	3	-877	-146
4996	4	-580	-495
4997	5	633	481
4998	5	587	275
4999	5	509	293
5000	2	968	345
